p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
912,"a00912",3074,"_3074_","a03074","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3074_','a00912') WHERE 1;","CRADOCK, THOMAS","Historical Account of Our Saviour, The"
913,"a00913",3121,"_3121_","a03121","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3121_','a00913') WHERE 1;","CRADOCK, THOMAS","Honor, On"
914,"a00914",3083,"_3083_","a03083","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3083_','a00914') WHERE 1;","CRADOCK, THOMAS","Hunger and Thirst for Righteousness, On the"
915,"a00915",3125,"_3125_","a03125","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3125_','a00915') WHERE 1;","CRADOCK, THOMAS","Imitating Christ's Life, On"
916,"a00916",3017,"_3017_","a03017","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3017_','a00916') WHERE 1;","CRADOCK, THOMAS","Immaculate Conception, On the"
917,"a00917",3085,"_3085_","a03085","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3085_','a00917') WHERE 1;","CRADOCK, THOMAS","James 1:22, On"
918,"a00918",3015,"_3015_","a03015","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3015_','a00918') WHERE 1;","CRADOCK, THOMAS","Jesus, Light of the World, On"
919,"a00919",3138,"_3138_","a03138","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3138_','a00919') WHERE 1;","CRADOCK, THOMAS","Job 29: 11-13, On"
920,"a00920",3103,"_3103_","a03103","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3103_','a00920') WHERE 1;","CRADOCK, THOMAS","Joel 1: 14-15, On"
921,"a00921",3098,"_3098_","a03098","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3098_','a00921') WHERE 1;","CRADOCK, THOMAS","Joy, On"
922,"a00922",3105,"_3105_","a03105","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3105_','a00922') WHERE 1;","CRADOCK, THOMAS","Keys of Hell and Death, On"
923,"a00923",3122,"_3122_","a03122","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3122_','a00923') WHERE 1;","CRADOCK, THOMAS","Last Judgment, On Works Revealed at"
924,"a00924",3073,"_3073_","a03073","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3073_','a00924') WHERE 1;","CRADOCK, THOMAS","Life and Doctrine of Christ, The"
925,"a00925",694,"_694_","a00694","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_694_','a00925') WHERE 1;","CRADOCK, THOMAS","Lisbon Earthquake, About"
926,"a00926",3021,"_3021_","a03021","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3021_','a00926') WHERE 1;","CRADOCK, THOMAS","Lord's Supper (2), On the"
927,"a00927",3020,"_3020_","a03020","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3020_','a00927') WHERE 1;","CRADOCK, THOMAS","Lord's Supper, On the"
928,"a00928",3131,"_3131_","a03131","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3131_','a00928') WHERE 1;","CRADOCK, THOMAS","Love of Christ, On"
929,"a00929",3030,"_3030_","a03030","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3030_','a00929') WHERE 1;","CRADOCK, THOMAS","Love, On"
930,"a00930",3115,"_3115_","a03115","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3115_','a00930') WHERE 1;","CRADOCK, THOMAS","Loving Not the World, On"
931,"a00931",838,"_838_","a00838","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_838_','a00931') WHERE 1;","CRADOCK, THOMAS","Merry Heart, A"
932,"a00932",3063,"_3063_","a03063","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3063_','a00932') WHERE 1;","CRADOCK, THOMAS","Merry Sermon, The"
933,"a00933",3038,"_3038_","a03038","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3038_','a00933') WHERE 1;","CRADOCK, THOMAS","Miracles, On"
934,"a00934",3022,"_3022_","a03022","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3022_','a00934') WHERE 1;","CRADOCK, THOMAS","Obedience to God, On"
935,"a00935",3006,"_3006_","a03006","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3006_','a00935') WHERE 1;","CRADOCK, THOMAS","Offices of the Church, On"
936,"a00936",3120,"_3120_","a03120","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3120_','a00936') WHERE 1;","CRADOCK, THOMAS","Parable of Lazarus, On the"
937,"a00937",3106,"_3106_","a03106","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3106_','a00937') WHERE 1;","CRADOCK, THOMAS","Parable of the Steward, On"
938,"a00938",3037,"_3037_","a03037","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3037_','a00938') WHERE 1;","CRADOCK, THOMAS","Parents and Children, On"
939,"a00939",843,"_843_","a00843","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_843_','a00939') WHERE 1;","CRADOCK, THOMAS","Patience, On"
940,"a00940",3094,"_3094_","a03094","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3094_','a00940') WHERE 1;","CRADOCK, THOMAS","Patriotism, On"
941,"a00941",3084,"_3084_","a03084","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3084_','a00941') WHERE 1;","CRADOCK, THOMAS","Peace from Loving God's Law, On"
942,"a00942",3133,"_3133_","a03133","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3133_','a00942') WHERE 1;","CRADOCK, THOMAS","Peace to the Wicked, On No"
943,"a00943",3126,"_3126a_","a03126a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3126a_','a00943') WHERE 1;","CRADOCK, THOMAS","Pleasing Man and God, 2, On"
944,"a00944",3126,"_3126_","a03126","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3126_','a00944') WHERE 1;","CRADOCK, THOMAS","Pleasing Men and God, On"
945,"a00945",3091,"_3091_","a03091","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3091_','a00945') WHERE 1;","CRADOCK, THOMAS","Poor, On the"
946,"a00946",3066,"_3066_","a03066","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3066_','a00946') WHERE 1;","CRADOCK, THOMAS","Presumptuous Sins, On"
947,"a00947",3132,"_3132_","a03132","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3132_','a00947') WHERE 1;","CRADOCK, THOMAS","Promise of God, On the"
948,"a00948",3102,"_3102_","a03102","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3102_','a00948') WHERE 1;","CRADOCK, THOMAS","Proverbs 30: 8-9, On"
949,"a00949",3108,"_3108_","a03108","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3108_','a00949') WHERE 1;","CRADOCK, THOMAS","Proverbs 3:7, On"
950,"a00950",3049,"_3049_","a03049","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3049_','a00950') WHERE 1;","CRADOCK, THOMAS","Proving and Holding to Truth, On"
951,"a00951",3087,"_3087_","a03087","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3087_','a00951') WHERE 1;","CRADOCK, THOMAS","Psalm 100: 2, On"
952,"a00952",3139,"_3139_","a03139","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3139_','a00952') WHERE 1;","CRADOCK, THOMAS","Psalm 119, On"
953,"a00953",3088,"_3088_","a03088","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3088_','a00953') WHERE 1;","CRADOCK, THOMAS","Psalm 119: 165, On"
954,"a00954",3109,"_3109_","a03109","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3109_','a00954') WHERE 1;","CRADOCK, THOMAS","Psalm 119: 97, On"
955,"a00955",3090,"_3090_","a03090","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3090_','a00955') WHERE 1;","CRADOCK, THOMAS","Psalm 144:3, On"
956,"a00956",3113,"_3113_","a03113","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3113_','a00956') WHERE 1;","CRADOCK, THOMAS","Purifying One's Soul, On"
957,"a00957",3057,"_3057_","a03057","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3057_','a00957') WHERE 1;","CRADOCK, THOMAS","Rejoicing, On"
958,"a00958",3009,"_3009_","a03009","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3009_','a00958') WHERE 1;","CRADOCK, THOMAS","Repentance (1), On"
959,"a00959",3010,"_3010_","a03010","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3010_','a00959') WHERE 1;","CRADOCK, THOMAS","Repentance (2), On"
960,"a00960",3041,"_3041_","a03041","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3041_','a00960') WHERE 1;","CRADOCK, THOMAS","Reputation, On"
961,"a00961",3072,"_3072_","a03072","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3072_','a00961') WHERE 1;","CRADOCK, THOMAS","Resurrection of the Dead, On the"
962,"a00962",3104,"_3104_","a03104","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3104_','a00962') WHERE 1;","CRADOCK, THOMAS","Revelation, On"
963,"a00963",3114,"_3114_","a03114","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3114_','a00963') WHERE 1;","CRADOCK, THOMAS","Salvation for the Righteous and Sinful, On the"
964,"a00964",3032,"_3032_","a03032","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3032_','a00964') WHERE 1;","CRADOCK, THOMAS","Scoffers, On"
965,"a00965",3067,"_3067_","a03067","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3067_','a00965') WHERE 1;","CRADOCK, THOMAS","Second Coming(1), On the"
966,"a00966",3068,"_3068_","a03068","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3068_','a00966') WHERE 1;","CRADOCK, THOMAS","Second Coming(2), On the"
967,"a00967",3069,"_3069_","a03069","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3069_','a00967') WHERE 1;","CRADOCK, THOMAS","Second Coming(3), On the"
968,"a00968",3052,"_3052_","a03052","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3052_','a00968') WHERE 1;","CRADOCK, THOMAS","Sermon for Christmas"
969,"a00969",3054,"_3054_","a03054","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3054_','a00969') WHERE 1;","CRADOCK, THOMAS","Sermon for Christmas"
970,"a00970",3053,"_3053_","a03053","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3053_','a00970') WHERE 1;","CRADOCK, THOMAS","Sermon for Easter"
971,"a00971",847,"_847_","a00847","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_847_','a00971') WHERE 1;","CRADOCK, THOMAS","Sermon on Easter"
972,"a00972",848,"_848_","a00848","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_848_','a00972') WHERE 1;","CRADOCK, THOMAS","Sermon on Everlasting Life"
973,"a00973",3093,"_3093_","a03093","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3093_','a00973') WHERE 1;","CRADOCK, THOMAS","Sermon Preached in Annapolis"
974,"a00974",841,"_841_","a00841","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_841_','a00974') WHERE 1;","CRADOCK, THOMAS","Sermon preached in my own Parish Church, A"
975,"a00975",2999,"_2999_","a02999","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_2999_','a00975') WHERE 1;","CRADOCK, THOMAS","Sermons of Thomas Cradock"
976,"a00976",3117,"_3117_","a03117","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3117_','a00976') WHERE 1;","CRADOCK, THOMAS","Serving Two Masters, On"
977,"a00977",3048,"_3048_","a03048","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3048_','a00977') WHERE 1;","CRADOCK, THOMAS","Sin's Burdens and Christ's Yoke, On"
978,"a00978",3014,"_3014_","a03014","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3014_','a00978') WHERE 1;","CRADOCK, THOMAS","Spiritual Warfare, On"
979,"a00979",3031,"_3031_","a03031","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3031_','a00979') WHERE 1;","CRADOCK, THOMAS","St. Paul before Felix, On"
980,"a00980",3064,"_3064_","a03064","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3064_','a00980') WHERE 1;","CRADOCK, THOMAS","State of Protestantism, On"
981,"a00981",3051,"_3051_","a03051","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3051_','a00981') WHERE 1;","CRADOCK, THOMAS","Temptation and Wisdom, On"
982,"a00982",3107,"_3107_","a03107","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3107_','a00982') WHERE 1;","CRADOCK, THOMAS","Trusting in the Lord, On"
983,"a00983",3050,"_3050_","a03050","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3050_','a00983') WHERE 1;","CRADOCK, THOMAS","Vine and Its Branches, On the"
984,"a00984",3119,"_3119_","a03119","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3119_','a00984') WHERE 1;","CRADOCK, THOMAS","Walking Circumspectly in Evil Days, On"
985,"a00985",835,"_835_","a00835","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_835_','a00985') WHERE 1;","CRADOCK, THOMAS","Wealth"
986,"a00986",3099,"_3099_","a03099","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3099_','a00986') WHERE 1;","CRADOCK, THOMAS","Wealth, On"
987,"a00987",3129,"_3129_","a03129","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3129_','a00987') WHERE 1;","CRADOCK, THOMAS","Wilkinson, John, sermons"
988,"a00988",3071,"_3071_","a03071","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3071_','a00988') WHERE 1;","CRADOCK, THOMAS","Wisdom's Happiness and Sin's Misery"
989,"a00989",3124,"_3124_","a03124","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3124_','a00989') WHERE 1;","CRADOCK, THOMAS","Works of Christ, On the"
990,"a00990",3065,"_3065_","a03065","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_3065_','a00990') WHERE 1;","CRADOCK, THOMAS","Worship, On"
991,"a00991",923,"_923_","a00923","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_923_','a00991') WHERE 1;","CRAIG, JOHN","Farewell Sermon"
992,"a00992",925,"_925_","a00925","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_925_','a00992') WHERE 1;","DAVIES, SAMUEL","Except ye repent, ye shall all in like manner perish"
993,"a00993",926,"_926_","a00926","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_926_','a00993') WHERE 1;","[DAWSON, THOMAS?]","God's help--A Confirmation Sermon"
994,"a00994",927,"_927a_","a00927a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_927a_','a00994') WHERE 1;","[DAWSON, THOMAS]","Dawson, Thomas, see Dawson, William"
995,"a00995",928,"_928a_","a00928a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_928a_','a00995') WHERE 1;","[DAWSON, THOMAS]","Dawson, Thomas, see Dawson, William"
996,"a00996",927,"_927_","a00927","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_927_','a00996') WHERE 1;","[DAWSON, WILLIAM]","Rejoicing in the Lord"
997,"a00997",928,"_928_","a00928","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_928_','a00997') WHERE 1;","[DAWSON, WILLIAM]","Take heed to yourselves"
998,"a00998",868,"_868_","a00868","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_868_','a00998') WHERE 1;","DENT, HATCH","Be Ye Perfect"
999,"a00999",867,"_867_","a00867","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_867_','a00999') WHERE 1;","DENT, HATCH","Christian Religion, On the"
1000,"a01000",865,"_865_","a00865","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_865_','a01000') WHERE 1;","DENT, HATCH","Four Sermons [by Hatch Dent]"
1001,"a01001",866,"_866_","a00866","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_866_','a01001') WHERE 1;","DENT, HATCH","Good Government, On"
1002,"a01002",869,"_869_","a00869","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_869_','a01002') WHERE 1;","DENT, HATCH","Sermon on Judgment and the Jews"
1003,"a01003",183,"_183_","a00183","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_183_','a01003') WHERE 1;","DIDERICH, BERNARD","Affliction, On"
1004,"a01004",189,"_189_","a00189","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_189_','a01004') WHERE 1;","DIDERICH, BERNARD","Ascension, On the"
1005,"a01005",194,"_194_","a00194","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_194_','a01005') WHERE 1;","DIDERICH, BERNARD","Ascension, On the"
1006,"a01006",197,"_197_","a00197","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_197_','a01006') WHERE 1;","DIDERICH, BERNARD","Assumption, On the"
1007,"a01007",195,"_195_","a00195","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_195_','a01007') WHERE 1;","DIDERICH, BERNARD","Delusions of the world, On the"
1008,"a01008",185,"_185_","a00185","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_185_','a01008') WHERE 1;","DIDERICH, BERNARD","Devotion to the blessed virgin, On the"
1009,"a01009",192,"_192_","a00192","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_192_','a01009') WHERE 1;","DIDERICH, BERNARD","Duty towards children, On"
1010,"a01010",181,"_181_","a00181","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_181_','a01010') WHERE 1;","DIDERICH, BERNARD","Feast of Corpus Christi, On the"
1011,"a01011",178,"_178_","a00178","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_178_','a01011') WHERE 1;","DIDERICH, BERNARD","Frequent communion <i>after easter</i>, On"
1012,"a01012",171,"_171_","a00171","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_171_','a01012') WHERE 1;","DIDERICH, BERNARD","Grace, On"
1013,"a01013",191,"_191_","a00191","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_191_','a01013') WHERE 1;","DIDERICH, BERNARD","Grace, On"
1014,"a01014",193,"_193_","a00193","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_193_','a01014') WHERE 1;","DIDERICH, BERNARD","Grace, On"
1015,"a01015",187,"_187_","a00187","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_187_','a01015') WHERE 1;","DIDERICH, BERNARD","Infallibility, On"
1016,"a01016",168,"_168_","a00168","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_168_','a01016') WHERE 1;","DIDERICH, BERNARD","Inferno, De "
1017,"a01017",190,"_190_","a00190","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_190_','a01017') WHERE 1;","DIDERICH, BERNARD","Jubilee, On the approaching"
1018,"a01018",186,"_186_","a00186","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_186_','a01018') WHERE 1;","DIDERICH, BERNARD","Judgment, On"
1019,"a01019",455,"_455_","a00455","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_455_','a01019') WHERE 1;","DIDERICH, BERNARD","Marriage, On"
1020,"a01020",456,"_456_","a00456","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_456_','a01020') WHERE 1;","DIDERICH, BERNARD","Marriage, On"
1021,"a01021",170,"_170_","a00170","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_170_','a01021') WHERE 1;","DIDERICH, BERNARD","Peace of Jesus Christ, On the"
1022,"a01022",179,"_179_","a00179","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_179_','a01022') WHERE 1;","DIDERICH, BERNARD","Prayer, On"
1023,"a01023",198,"_198_","a00198","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_198_','a01023') WHERE 1;","DIDERICH, BERNARD","Preparation for Death, On"
1024,"a01024",196,"_196_","a00196","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_196_','a01024') WHERE 1;","DIDERICH, BERNARD","Remorse, On"
1025,"a01025",174,"_174_","a00174","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_174_','a01025') WHERE 1;","DIDERICH, BERNARD","Resurrection, On the"
