kpid,"kwst","pind_list"
2830,"parable of the disobedient servants","a00513"
2831,"parable of the fig tree","a01208,a00348,a00351,a00232,a00226,a00218,a00449,a00272,a00402,a00291"
2832,"parable of the foolish virgins","a00272,a00095,a00291,a00740"
2833,"parable of the Good Samaritan","a00257"
2834,"parable of the householder","a00509"
2835,"\"Parable of the Housholder, The\"","a00372"
2836,"\"Parable of the lost Sheep & piece of Silver, The \"","a00373"
2837,"parable of the marriage of the King's son","a00739"
2838,"parable of the mustard-seed","a00623"
2839,"parable of the Pharisee & the Publican","a00387"
2840,"parable of the prodigal son","a00003,a01169,a00376,a00411"
2841,"\"Parable of the prodigal son, On the\"","a00374"
2842,"parable of the rich man","a00077,a00406,a00752"
2843,"parable of the Rich man and Lazarus","a01462,a00461,a00422,a00423,a00424,a00375"
2844,"\"Parable of the rich man and Lazarus, The\"","a00375"
2845,"parable of the sower","a00434,a00436,a00433,a00435,a00518,a00109,a00279"
2846,"\"Parable of the Sower, The\"","a00790,a01347"
2847,"\"Parable of the Steward, On\"","a00937"
2848,"parable of the talents","a00435,a00423,a00455,a00272,a00095"
2849,"parable of the tares","a00196"
2850,"parable of the tares and wheat","a00215,a00340"
2851,"\"Parable of the two sons, The \"","a00376"
2852,"parable of the unjust steward","a00377,a00520"
2853,"\"Parable of the Unjust Steward, The\"","a00377"
2854,"parable of the unprofitable servant","a00348,a00291"
2855,"parable of the vine and its branches","a00983"
2856,"\"Parable of the Vineyard let to husbandmen, The\"","a00378"
2857,"parable of the wicked servant","a01204"
2858,"parable of the wise and foolish virgins","a00490"
2859,"parable of the wise virgins","a00446,a00455"
2860,"parables, Christ's use of","a00378"
2861,"paradise, meaning of the word","a00459"
2862,"pardoning","a00588"
2863,"\"Pardoning Mercy\"","a00791"
2864,"\"Pardoning one's enemies, On\"","a01396"
2865,"\"Pardoning our Enemies, On\"","a00588"
2866,"parental authority","a00236"
2867,"parental duties","a01009"
2868,"parents","a01216,a00718"
2869,"parents, disobedience to","a00515"
2870,"parents, duties of","a00649,a00415,a00177,a00197,a00145,a00241"
2871,"parents, duty to children","a00445,a00938,a00898,a00707,a00711,a00715"
2872,"parents, responsibilities of","a00374,a00425,a00748"
2873,"parents, responsibilities toward children","a00209,a00707"
2874,"parents, training of children","a00085,a00715"
2875,"\"Parents and Children, On\"","a00938"
2876,"passion","a00853"
2877,"passion, conflict with reason","a01224,a00759"
2878,"passion, conquers reason","a00516"
2879,"\"Passion, On the\"","a01144,a01167,a01168,a01289,a01397"
2880,"\"Passion and Resurrection, On the\"","a00634"
2881,"Passion of Christ","a00589,a01082,a01143,a01490,a01474,a00928"
2882,"\"Passion of Christ, On the\"","a00589,a01038"
2883,"\"Passion of Xt, On the\"","a01057"
2884,"\"Passion Sermon\"","a01264"
2885,"Passion Sunday","a01048,a00028"
2886,"passions, governing of","a00265,a00747"
2887,"passions, mortification of","a01142,a01652,a00722"
2888,"Passover","a00720"
2889,"pastor, removal of","a00632"
2890,"pastoral duties","a00662,a00661"
2891,"\"Pastoral duties, On\"","a00675"
2892,"pastors, duties of","a00662,a00661,a00675"
2893,"pastors, obedience to","a01216"
2894,"\"Path of the just is as the shining Light, The\"","a01616"
2895,"patience","a00624,a00630,a00629,a00551,a01223,a00347,a00135,a00853,a00719,a00754,a00709,a01083"
2896,"patience, degree of","a00888"
2897,"patience, divine","a00901"
2898,"patience, duty of","a00179"
2899,"patience, God's","a01272"
2900,"\"Patience, Of\"","a01348"
2901,"\"Patience, On\"","a00939"
2902,"patience of God","a00513"
2903,"\"Patience of God, On the\"","a00054"
2904,"patience under afflictions","a01484,a00074,a00075"
2905,"\"Patient forbearance of God, On the\"","a00379"
2906,"patriarchs, prophecies of","a00393"
2907,"patriotism","a00932"
2908,"\"Patriotism, On\"","a00940"
2909,"Paul","a00218,a00190,a00206,a00301,a00758,a00718,a00733,a00711,a01086,a01091,a01084"
2910,"Paul, accused by Tertullus","a00149"
2911,"Paul, background of","a00013"
2912,"Paul, conformity to Jewish law","a00123"
2913,"Paul, conversion of","a00211"
2914,"Paul, fear of losing God's favor","a00159"
2915,"Paul, instructions concerning the dead","a00243"
2916,"Paul, persecutions endured by","a00074"
2917,"Paul, teachings of","a01640,a00509"
2918,"Paul. teachings of","a01639"
2919,"Paxton, John","a01312"
2920,"\"Payment of tribute to Caesar, The\"","a00380"
2921,"peace","a01024,a00556,a01218,a00994,a01659,a00381,a00198,a00512,a00754,a00725,a00729,a01091,a01087"
2922,"peace, blessings of","a00474"
2923,"peace, covenant of","a01496"
2924,"peace, none for the wicked","a00024"
2925,"\"Peace, Of\"","a01349"
2926,"\"Peace, On\"","a01201"
2927,"peace, way of","a01076"
2928,"\"Peace and Tribulation\"","a00556"
2929,"\"Peace dispensed by Xt to his disciples, The \"","a00381"
2930,"\"Peace from Loving God's Law, On\"","a00941"
2931,"\"Peace I leave with you\"","a01107"
2932,"\"Peace of Jesus Christ, On the\"","a01021"
2933,"peace of mind","a00934"
2934,"\"Peace to the Wicked, On No\"","a00942"
2935,"Pellentz, Rev. James","a01093"
2936,"Pelopidas the Theban","a00111"
2937,"penance","a00614,a00689"
2938,"\"Penance\"","a00676"
2939,"penance","a00682"
2940,"\"Penance\"","a00677"
2941,"penance","a01183,a01300,a01169,a00097,a00708"
2942,"penance, advantages of","a01203"
2943,"\"Penance, On\"","a00614,a00678,a01290,a01210,a01211,a00055,a01169"
2944,"penance, sacrament of","a01027,a00530,a00526,a01145,a01172"
2945,"penitence","a01263,a00729,a00753,a00742"
2946,"penitence, true","a00236,a00739,a00740"
2947,"penitent sinners","a00127,a00739,a00740"
2948,"penitent thief","a00168"
2949,"Pennsylvania Academy","a00880"
2950,"Pentecost","a00681"
2951,"\"Pentecost\"","a00679,a00680"
2952,"Pentecost","a01123,a01205,a00506,a00365,a00510"
2953,"Pentecost, evidence for","a00511"
2954,"\"Pentecost, On\"","a00681,a01449,a01291,a01398,a01483,a00615"
2955,"\"Pentecost Day, On\"","a01123"
2956,"perfectibility of man","a00243"
2957,"\"Perfection required, On the\"","a00382"
2958,"Perrigo, John, funeral of","a00503"
2959,"persecution","a00595,a01268,a00329"
2960,"perseverance","a00347,a00129,a00735"
2961,"\"Perseverance, Of\"","a01399"
2962,"\"Perseverance in Faith & Hope\"","a00383"
2963,"Persian Empire, destruction of","a00749"
2964,"\"Persuasive to charity\"","a00384,a00385"
2965,"pestilence","a00741"
2966,"Peter","a00546,a00301,a00064,a00261,a00706"
2967,"\"Peter's Denial of his Lord\"","a01658"
2968,"Peter, defense of Christ by","a00457"
2969,"Peter, denial of Christ","a00086,a00457"
2970,"Peter, repentance of","a00457"
2971,"\"Petition of the Mother of Zebedee's Children, From the\"","a00386"
2972,"Pharaoh, defeat of","a00339"
2973,"\"Pharisee & the Publican, The \"","a00387"
2974,"Pharisees","a01302,a00070,a00373,a00509,a00236,a00165,a00323,a00706,a00707,a00757"
2975,"Pharisees, hypocritcal actions of","a01214"
2976,"Pharisees, pride of","a00453,a00722,a00743,a00742"
2977,"Pharisees, scribes of","a00746"
2978,"Philadelphia, public charities in","a00399"
2979,"philanthropy","a00122"
2980,"Philistines","a00726"
2981,"\"Phillipians 2d Ch & 8 vs.\"","a01501"
2982,"Phillips, Rev. Vincent","a01047"
2983,"philosophers, ancient","a00223"
2984,"philosophers, Greek","a00123"
2985,"philosophers, mistakes of ancient","a00182"
2986,"philosophers, Roman","a00123"
2987,"philosophy, ancient","a01219"
2988,"philosophy, inadequacy of","a00250,a00411,a00724"
2989,"Philpot, Miss Ann, funeral of","a00156"
2990,"Phinehas, son of Eli","a00726"
2991,"Physical postures for Worship, denial of importance","a00990"
2992,"piety","a01223,a00183,a00428,a00249,a00162,a00498,a00210,a00758,a00758,a00746,a00733,a01084"
2993,"piety, importance of","a00068"
2994,"Pilate, Pontius","a00589,a01082,a00115,a00237,a00728"
2995,"pity","a00039,a01648"
2996,"Pius VI, Pope, death of","a00648"
2997,"planets","a00721"
2998,"Plato","a01219,a00089,a00167,a00203"
2999,"Platonism","a00064"
3000,"\"Pleasantness of religion, The\"","a00388"
3001,"\"Pleasing Man and God, 2, On\"","a00943"
3002,"pleasing men, benefits of","a00943"
3003,"pleasing men, limitations of","a00943"
3004,"\"Pleasing Men and God, On\"","a00943"
3005,"pleasure","a00994,a00496,a00943,a01091"
3006,"pleasure, carnal","a00729"
3007,"pleasure, immoderate pursuit of","a00080,a00759"
3008,"pleasure, innocent","a00943"
3009,"pleasure, sensual","a00352"
3010,"pleasure, sinful","a00943"
3011,"plundering","a01227"
3012,"political sermon","a01370,a00259,a00208"
3013,"polygamy","a00442"
3014,"polytheism","a00223,a00318,a00738"
3015,"poor","a00969,a00919"
3016,"poor, duties of","a00423,a00375"
3017,"poor, necessity of","a00945"
3018,"poor, obligation to help the","a00205"
3019,"\"Poor, On the\"","a00945"
3020,"poor, reason for","a00945"
3021,"Pope","a00724"
3022,"pornography","a00442"
3023,"Porter, Mrs. R., funeral of","a00242"
3024,"possessions, transitory nature of","a00540"
3025,"possessions, worldly","a00533,a00910"
3026,"poverty","a00554,a00385,a00274,a00948"
3027,"poverty, blessings of","a00081"
3028,"poverty, causes of","a00341"
3029,"poverty, virtues of","a00495"
3030,"Powel, Mrs.","a00709"
3031,"power","a00980"
3032,"power, right use of","a01338"
3033,"\"Power of bad habits, The\"","a00389"
3034,"power of God","a00902,a00749"
3035,"\"Power of the Gospel, The\"","a00792"
3036,"Praise, duty of","a00178"
3037,"\"Praise, On\"","a00390"
3038,"prayer","a01112,a00585,a01214,a01215,a01223,a01217,a00698,a00802,a00995,a01571,a00269,a00245,a00383,a00164,a00323,a00981,a00883,a00845,a00737,a01091"
3039,"prayer, daily","a00151"
3040,"prayer, definition of","a00743"
3041,"prayer, duty and benefit of","a01217,a00743,a01091"
3042,"prayer, efficacy of","a01217,a01536,a01508,a01500,a01529,a00116,a00247,a00743,a00737"
3043,"prayer, evening","a00542"
3044,"prayer, family","a01214"
3045,"prayer, forms of","a00331"
3046,"prayer, importance of","a00512,a01091"
3047,"prayer, ineffectual","a00120"
3048,"prayer, language of","a00873"
3049,"prayer, necessity of","a00553,a00348,a00122,a00745,a00743"
3050,"prayer, neglect of","a00158"
3051,"\"Prayer, On\"","a01022,a01243,a01292,a00391"
3052,"prayer, private","a01214,a01215,a00511"
3053,"prayer, proper","a00244,a00743,a00736"
3054,"prayer, proper preparation for","a01215"
3055,"prayer, proper sentiments to accompany","a00369"
3056,"prayer, public","a00475,a00743"
3057,"prayer, secret","a01214,a01215"
3058,"prayer, successful","a00471,a00743"
3059,"\"Prayer and Justification, On\"","a00743"
3060,"Prayer of 1789 (Episc.)","a00299"
3061,"\"Preach the Word\"","a01310"
3062,"preacher, office of","a00789"
3063,"preachers, monetary support of","a00107"
3064,"preaching","a00827,a00828,a00829,a00825,a00826,a00114,a00434,a00436,a00433,a00435"
3065,"preaching, efficacy of","a01511,a00746"
3066,"preaching, value of","a00234"
3067,"preaching style","a00238"
3068,"predestination","a00541,a00166,a00125"
3069,"predestination, a mistaken doctrine","a00093"
3070,"predestination, condemnation of","a00444"
3071,"predestination, contradicted by reason and scripture","a00359"
3072,"premarital intercourse prohibited","a00442"
3073,"preparation for communion","a00884"
3074,"preparation for death","a00902,a00894,a00709"
3075,"\"Preparation for Death, On\"","a01023,a01450,a01095,a01265,a01293,a01400"
3076,"\"Preparation for judgment, On\"","a01294"
3077,"Presbyterian doctrine","a01089"
3078,"\"Presence of God, On the\"","a00061"
3079,"presumptuous sin, avoidance of","a00946"
3080,"presumptuous sin, cause of","a00946"
3081,"presumptuous sin, danger of","a00946"
3082,"\"Presumptuous Sins, On\"","a00946"
3083,"pride","a00631,a01214,a01515,a00440,a00498,a00906,a00734,a00725,a00728,a00735,a00726,a01087"
3084,"pride, absence of in heaven","a00906"
3085,"pride, adverse effect of","a00019,a00731"
3086,"pride, evils of","a00423"
3087,"pride, human","a00144,a00287,a00261"
3088,"pride, moral","a00453"
3089,"\"Pride, On\"","a00616,a01170,a01295,a00019"
3090,"pride, prevents faith","a00359"
3091,"pride, sin of","a00855,a00742"
3092,"pride, spiritual","a00453"
3093,"priest, consecration of a","a00659"
3094,"priesthood","a00686,a00938"
3095,"priests","a00190"
3096,"priests, doing honor to","a01199"
3097,"primitive church, practices of","a00145"
3098,"Princeton","a01089"
3099,"procrastination","a00111"
3100,"procrastination, effects of","a00561"
3101,"\"Prodigal Son, On the\"","a00003"
3102,"prodigal son, parable of","a00005,a01169,a00374,a00376,a00411"
3103,"profanation of the name of God","a01044"
3104,"profanity","a01078,a01044,a00478,a00731"
3105,"\"Profanity, On\"","a01413"
3106,"\"Promise of a prophet like unto Moses, The \"","a00392"
3107,"\"Promise of God, On the\"","a00947"
3108,"\"Promises of God, On the\"","a00697"
3109,"\"Proper Distribution of the Elements of the Sacrament of the Lord's Supper\"","a01191"
3110,"property, power of","a00359"
3111,"property, rights of","a01050,a00195"
3112,"prophecies","a00876,a00904,a00838"
3113,"prophecies, fulfillment of","a00192"
3114,"prophecies concerning Christ","a00255"
3115,"prophecies concerning the Messiah","a00133"
3116,"prophecies of Christ","a00324,a00712"
3117,"prophecies of Isaiah","a00401,a00204"
3118,"prophecies of Messiah","a00202"
3119,"prophecy","a00443,a00499"
3120,"prophecy, argument from","a00087"
3121,"prophecy, Christ's fulfillment of","a00237"
3122,"prophecy, gift of","a00510"
3123,"\"Prophecy concerning Shiloh, The\"","a00393"
3124,"prophecy of Haggai","a00071,a00401"
3125,"prophecy of Jacob","a00401"
3126,"prophecy of the coming of Christ","a01038"
3127,"\"Prophecy of the Destruction of Jerusalem, The\"","a00394"
3128,"prophet, promise of a","a00392"
3129,"\"Prophetic Character of Christ, On the\"","a00395"
3130,"prophetic powers of Christ","a00401"
3131,"prophets","a00968"
3132,"prophets, behavior of","a00486"
3133,"prophets, false","a00572,a00656,a00657,a00239"
3134,"prophets, revelation by","a00487"
3135,"\"Propriety of a reverent and attentive deportment in ye house of God, The\"","a00396"
3136,"prosperity","a00306,a00749"
3137,"prosperity, dangers of","a00072"
3138,"prosperity, temptations of","a00116"
3139,"protection, God's","a00694"
3140,"\"Protestant and Catholic churches, On the\"","a00529"
3141,"Protestant Episcopal Church, bishops of","a00146"
3142,"Protestantism","a00238,a00980"
3143,"\"Proverbs 30: 8-9, On\"","a00948"
3144,"\"Proverbs 3:7, On\"","a00949"
3145,"providence","a00403,a00228,a00420,a00076,a00072,a00113,a00164"
3146,"providence, dispensations of","a00366,a00741,a01083"
3147,"providence, distrust of","a00078"
3148,"providence, divine","a00175,a00257,a00749"
3149,"providence, faith in","a00402"
3150,"providence, reliance on","a00244"
3151,"providence, resignation to","a00416,a00459,a00505"
3152,"providence, role of","a00196,a00749"
3153,"Provincial Congress, S. C.","a01571"
3154,"\"Proving and Holding to Truth, On\"","a00950"
3155,"Pryce, William","a00176"
3156,"\"Psalm 100: 2, On\"","a00951"
3157,"\"Psalm 119, On\"","a00952"
3158,"\"Psalm 119: 165, On\"","a00953"
3159,"\"Psalm 119: 97, On\"","a00954"
3160,"\"Psalm 144:3, On\"","a00955"
3161,"\"Psalmody, On\"","a00397"
3162,"Psalms","a00321"
3163,"psychology, religious views of","a00265"
3164,"\"Public Fast-day to a Minute-company at Charlottesville, On\"","a00744"
3165,"public good, promoting the","a00099"
3166,"public morality","a01050,a00746"
3167,"public servants, duties of","a00213"
3168,"\"Public Worship\"","a00793"
3169,"public worship","a00236,a00399,a00499"
3170,"public worship, importance of","a00220"
3171,"public worship, neglect of","a00094,a00201,a00448,a00154,a00216,a00980"
3172,"Publican, repentant","a00753"
3173,"Publicans","a00722,a00757,a00743"
3174,"Pulses, Jacob","a00015"
3175,"punishment","a00156,a00886,a00936,a01083"
3176,"punishment, eternal","a00911,a00726"
3177,"\"Punishment of Disobedience, The\"","a00398"
3178,"\"Pure and Undefiled Religion\"","a00399"
3179,"purgatory","a00039,a01081"
3180,"\"Purgatory \"","a01081"
3181,"\"Purgatory, On\"","a00617,a01046"
3182,"purification","a00956,a01083"
3183,"\"Purification, On the\"","a01296"
3184,"\"Purification, On ye\"","a01171"
3185,"\"Purifying One's Soul, On\"","a00956"
3186,"purity","a01332"
3187,"purity of Heaven","a00908"
3188,"\"Putting on the Lord Jesus Christ\"","a00400"
3189,"quality of Last Judge","a00923"
3190,"Quarles, Miss Sithe","a01220"
3191,"Quarterman, Deacon Thomas","a01113"
3192,"Queen, Mrs., funeral of","a01166"
3193,"\"Questions of John's Disciples, On the\"","a00401"
3194,"\"Rabbi, we know, that thou art a Teacher come from God\"","a01219"
3195,"race, Christian","a00129"
3196,"\"Race for Heaven, The\"","a00557"
3197,"Ranney, F. Garner","a00860,a00861,a00895,a00980"
3198,"\"Rash Judgment, On\"","a01451"
3199,"rashness","a01546"
3200,"\"Read, Robert, see Preade, Robert\"","a01420"
3201,"\"Read, Thomas, see Preade, Robert\"","a01421"
3202,"reading, instruction","a00365"
3203,"reading of scripture","a00874"
3204,"reason","a01224,a00265,a00189,a00318,a00072,a00752,a00722,a00719,a00724"
3205,"reason, appeal of Christianity to","a00359"
3206,"reason, Christianity based on","a00371,a00724"
3207,"reason, conquered by passion","a00516"
3208,"reason, contradicts predestination","a00359"
3209,"reason, human","a00182,a00724"
3210,"reason, inadequacy of","a00666,a00498,a00194,a00411,a00717,a00708,a00759"
3211,"reason, overvaluation of","a00269"
3212,"reason, role of","a00188,a00305,a00196,a00220,a00313,a00142,a00279,a00408"
3213,"reason, use of","a00266"
3214,"reason, vs. passion","a00084"
3215,"reason, worship of","a00666"
3216,"\"Reasonableness of Serving God, The\"","a00745"
3217,"\"Reasons for rejoicing in the Lord\"","a00402"
3218,"\"Reasons for the exercise of divine mercy towards Sinners\"","a00403"
3219,"rebirth","a01369"
3220,"rebirth, Christian","a00085"
