kpid,"kwst","acc_list","acc_tag_list","pind_list","ex01","ex02"
2846,"\"Parable of the Sower, The\"","775, 934ll ","_775_,_934ll_","","",""
2847,"\"Parable of the Steward, On\"","3106 ","_3106_","","",""
2848,"parable of the talents","1936, 2077, 2103, 2111, 2155 ","_1936_,_2077_,_2103_,_2111_,_2155_","","",""
2849,"parable of the tares","1997 ","_1997_","","",""
2850,"parable of the tares and wheat","1823, 2134 ","_1823_,_2134_","","",""
2851,"\"Parable of the two sons, The \"","1994 ","_1994_","","",""
2852,"parable of the unjust steward","1848, 2033 ","_1848_,_2033_","","",""
2853,"\"Parable of the Unjust Steward, The\"","1848 ","_1848_","","",""
2854,"parable of the unprofitable servant","1786, 2208 ","_1786_,_2208_","","",""
2855,"parable of the vine and its branches","3050 ","_3050_","","",""
2856,"\"Parable of the Vineyard let to husbandmen, The\"","1885 ","_1885_","","",""
2857,"parable of the wicked servant","406 ","_406_","","",""
2858,"parable of the wise and foolish virgins","2138 ","_2138_","","",""
2859,"parable of the wise virgins","2041, 2103 ","_2041_,_2103_","","",""
2860,"parables, Christ's use of","1885 ","_1885_","","",""
2861,"paradise, meaning of the word","2181 ","_2181_","","",""
2862,"pardoning","66 ","_66_","","",""
2863,"\"Pardoning Mercy\"","774 ","_774_","","",""
2864,"\"Pardoning one's enemies, On\"","377 ","_377_","","",""
2865,"\"Pardoning our Enemies, On\"","66 ","_66_","","",""
2866,"parental authority","2094 ","_2094_","","",""
2867,"parental duties","192 ","_192_","","",""
2868,"parents","680, 4015 ","_680_,_4015_","","",""
2869,"parents, disobedience to","2125 ","_2125_","","",""
2870,"parents, duties of","160, 1770, 1839, 2003, 2141, 2168 ","_160_,_1770_,_1839_,_2003_,_2141_,_2168_","","",""
2871,"parents, duty to children","2021, 3037, 3058, 4010, 4021, 4031 ","_2021_,_3037_,_3058_,_4010_,_4021_,_4031_","","",""
2872,"parents, responsibilities of","1784, 2158, 4013 ","_1784_,_2158_,_4013_","","",""
2873,"parents, responsibilities toward children","1756, 4010 ","_1756_,_4010_","","",""
2874,"parents, training of children","2174, 4031 ","_2174_,_4031_","","",""
2875,"\"Parents and Children, On\"","3037 ","_3037_","","",""
2876,"passion","3128 ","_3128_","","",""
2877,"passion, conflict with reason","671, 4025 ","_671_,_4025_","","",""
2878,"passion, conquers reason","2203 ","_2203_","","",""
2879,"\"Passion, On the\"","269, 293, 300, 352, 382 ","_269_,_293_,_300_,_352_,_382_","","",""
2880,"\"Passion and Resurrection, On the\"","106 ","_106_","","",""
2881,"Passion of Christ","60, 240, 266, 423, 433, 3131 ","_60_,_240_,_266_,_423_,_433_,_3131_","","",""
2882,"\"Passion of Christ, On the\"","60, 200 ","_60_,_200_","","",""
2883,"\"Passion of Xt, On the\"","1023 ","_1023_","","",""
2884,"\"Passion Sermon\"","329 ","_329_","","",""
2885,"Passion Sunday","234, 235 ","_234_,_235_","","",""
2886,"passions, governing of","1976, 4033 ","_1976_,_4033_","","",""
2887,"passions, mortification of","271, 442, 4005 ","_271_,_442_,_4005_","","",""
2888,"Passover","4047 ","_4047_","","",""
2889,"pastor, removal of","109 ","_109_","","",""
2890,"pastoral duties","113, 147 ","_113_,_147_","","",""
2891,"\"Pastoral duties, On\"","235u ","_235u_","","",""
2892,"pastors, duties of","113, 147, 235u ","_113_,_147_,_235u_","","",""
2893,"pastors, obedience to","680 ","_680_","","",""
2894,"\"Path of the just is as the shining Light, The\"","1698 ","_1698_","","",""
2895,"patience","101, 105, 477, 665, 675, 1772, 2061, 3128, 4007, 4016, 4034, 4063 ","_101_,_105_,_477_,_665_,_675_,_1772_,_2061_,_3128_,_4007_,_4016_,_4034_,_4063_","","",""
2896,"patience, degree of","3008 ","_3008_","","",""
2897,"patience, divine","3070 ","_3070_","","",""
2898,"patience, duty of","1767 ","_1767_","","",""
2899,"patience, God's","339 ","_339_","","",""
2900,"\"Patience, Of\"","934n ","_934n_","","",""
2901,"\"Patience, On\"","843 ","_843_","","",""
2902,"patience of God","2195 ","_2195_","","",""
2903,"\"Patience of God, On the\"","53 ","_53_","","",""
2904,"patience under afflictions","434, 2196, 2197 ","_434_,_2196_,_2197_","","",""
2905,"\"Patient forbearance of God, On the\"","1797 ","_1797_","","",""
2906,"patriarchs, prophecies of","1925 ","_1925_","","",""
2907,"patriotism","3063 ","_3063_","","",""
2908,"\"Patriotism, On\"","3094 ","_3094_","","",""
2909,"Paul","1924, 2027, 2096, 2098, 4006, 4015, 4020, 4021, 4061, 4062, 4067 ","_1924_,_2027_,_2096_,_2098_,_4006_,_4015_,_4020_,_4021_,_4061_,_4062_,_4067_","","",""
2910,"Paul, accused by Tertullus","2184 ","_2184_","","",""
2911,"Paul, background of","919 ","_919_","","",""
2912,"Paul, conformity to Jewish law","2130 ","_2130_","","",""
2913,"Paul, conversion of","2087 ","_2087_","","",""
2914,"Paul, fear of losing God's favor","2205 ","_2205_","","",""
2915,"Paul, instructions concerning the dead","2199 ","_2199_","","",""
2916,"Paul, persecutions endured by","2196 ","_2196_","","",""
2917,"Paul, teachings of","1724, 2034 ","_1724_,_2034_","","",""
2918,"Paul. teachings of","1706 ","_1706_","","",""
2919,"Paxton, John","934 ","_934_","","",""
2920,"\"Payment of tribute to Caesar, The\"","1916 ","_1916_","","",""
2921,"peace","196, 653, 672, 927, 982, 1991, 2020, 2093, 4016, 4017, 4018, 4062, 4064 ","_196_,_653_,_672_,_927_,_982_,_1991_,_2020_,_2093_,_4016_,_4017_,_4018_,_4062_,_4064_","","",""
2922,"peace, blessings of","2022 ","_2022_","","",""
2923,"peace, covenant of","1660 ","_1660_","","",""
2924,"peace, none for the wicked","913 ","_913_","","",""
2925,"\"Peace, Of\"","934p ","_934p_","","",""
2926,"\"Peace, On\"","309 ","_309_","","",""
2927,"peace, way of","884 ","_884_","","",""
2928,"\"Peace and Tribulation\"","653 ","_653_","","",""
2929,"\"Peace dispensed by Xt to his disciples, The \"","1991 ","_1991_","","",""
2930,"\"Peace from Loving God's Law, On\"","3084 ","_3084_","","",""
2931,"\"Peace I leave with you\"","996 ","_996_","","",""
2932,"\"Peace of Jesus Christ, On the\"","170 ","_170_","","",""
2933,"peace of mind","3022 ","_3022_","","",""
2934,"\"Peace to the Wicked, On No\"","3133 ","_3133_","","",""
2935,"Pellentz, Rev. James","245 ","_245_","","",""
2936,"Pelopidas the Theban","2153 ","_2153_","","",""
2937,"penance","84, 124 ","_84_,_124_","","",""
2938,"\"Penance\"","128 ","_128_","","",""
2939,"penance","139 ","_139_","","",""
2940,"\"Penance\"","157 ","_157_","","",""
2941,"penance","304, 366, 1032, 1791, 4014 ","_304_,_366_,_1032_,_1791_,_4014_","","",""
2942,"penance, advantages of","413 ","_413_","","",""
2943,"\"Penance, On\"","84, 137, 345, 411, 412, 449, 1032 ","_84_,_137_,_345_,_411_,_412_,_449_,_1032_","","",""
2944,"penance, sacrament of","184, 235o, 235p, 261, 284 ","_184_,_235o_,_235p_,_261_,_284_","","",""
2945,"penitence","335, 4018, 4027, 4043 ","_335_,_4018_,_4027_,_4043_","","",""
2946,"penitence, true","2094, 4050, 4051 ","_2094_,_4050_,_4051_","","",""
2947,"penitent sinners","1742, 4050, 4051 ","_1742_,_4050_,_4051_","","",""
2948,"penitent thief","2177 ","_2177_","","",""
2949,"Pennsylvania Academy","839 ","_839_","","",""
2950,"Pentecost","125 ","_125_","","",""
2951,"\"Pentecost\"","164, 165 ","_164_,_165_","","",""
2952,"Pentecost","253, 405, 1758, 1775, 2109 ","_253_,_405_,_1758_,_1775_,_2109_","","",""
2953,"Pentecost, evidence for","2143 ","_2143_","","",""
2954,"\"Pentecost, On\"","125, 212, 363, 380, 435, 454 ","_125_,_212_,_363_,_380_,_435_,_454_","","",""
2955,"\"Pentecost Day, On\"","253 ","_253_","","",""
2956,"perfectibility of man","2199 ","_2199_","","",""
2957,"\"Perfection required, On the\"","1825 ","_1825_","","",""
2958,"Perrigo, John, funeral of","1845 ","_1845_","","",""
2959,"persecution","83, 336, 1789 ","_83_,_336_,_1789_","","",""
2960,"perseverance","1772, 1878, 4022 ","_1772_,_1878_,_4022_","","",""
2961,"\"Perseverance, Of\"","386 ","_386_","","",""
2962,"\"Perseverance in Faith & Hope\"","2147 ","_2147_","","",""
2963,"Persian Empire, destruction of","4009 ","_4009_","","",""
2964,"\"Persuasive to charity\"","1769, 1790 ","_1769_,_1790_","","",""
2965,"pestilence","4044 ","_4044_","","",""
2966,"Peter","664, 2098, 2107, 2108, 4004 ","_664_,_2098_,_2107_,_2108_,_4004_","","",""
2967,"\"Peter's Denial of his Lord\"","911 ","_911_","","",""
2968,"Peter, defense of Christ by","2187 ","_2187_","","",""
2969,"Peter, denial of Christ","1832, 2187 ","_1832_,_2187_","","",""
2970,"Peter, repentance of","2187 ","_2187_","","",""
2971,"\"Petition of the Mother of Zebedee's Children, From the\"","2081 ","_2081_","","",""
2972,"Pharaoh, defeat of","2083 ","_2083_","","",""
2973,"\"Pharisee & the Publican, The \"","1953 ","_1953_","","",""
2974,"Pharisees","360, 1922, 1947, 2034, 2094, 2097, 2204, 4004, 4010, 4024 ","_360_,_1922_,_1947_,_2034_,_2094_,_2097_,_2204_,_4004_,_4010_,_4024_","","",""
2975,"Pharisees, hypocritcal actions of","669 ","_669_","","",""
2976,"Pharisees, pride of","2200, 4005, 4039, 4043 ","_2200_,_4005_,_4039_,_4043_","","",""
2977,"Pharisees, scribes of","4008 ","_4008_","","",""
2978,"Philadelphia, public charities in","2137 ","_2137_","","",""
2979,"philanthropy","2084 ","_2084_","","",""
2980,"Philistines","4048 ","_4048_","","",""
2981,"\"Phillipians 2d Ch & 8 vs.\"","1617 ","_1617_","","",""
2982,"Phillips, Rev. Vincent","236 ","_236_","","",""
2983,"philosophers, ancient","1921 ","_1921_","","",""
2984,"philosophers, Greek","2130 ","_2130_","","",""
2985,"philosophers, mistakes of ancient","2091 ","_2091_","","",""
2986,"philosophers, Roman","2130 ","_2130_","","",""
2987,"philosophy, ancient","676 ","_676_","","",""
2988,"philosophy, inadequacy of","2045, 2178, 4026 ","_2045_,_2178_,_4026_","","",""
2989,"Philpot, Miss Ann, funeral of","1870 ","_1870_","","",""
2990,"Phinehas, son of Eli","4048 ","_4048_","","",""
2991,"Physical postures for Worship, denial of importance","3065 ","_3065_","","",""
2992,"piety","675, 1792, 1949, 2043, 2051, 2102, 2185, 4006, 4006, 4008, 4020, 4067 ","_675_,_1792_,_1949_,_2043_,_2051_,_2102_,_2185_,_4006_,_4006_,_4008_,_4020_,_4067_","","",""
2993,"piety, importance of","1771 ","_1771_","","",""
2994,"Pilate, Pontius","60, 240, 2156, 2165, 4019 ","_60_,_240_,_2156_,_2165_,_4019_","","",""
2995,"pity","47, 439 ","_47_,_439_","","",""
2996,"Pius VI, Pope, death of","118 ","_118_","","",""
2997,"planets","4036 ","_4036_","","",""
2998,"Plato","676, 1834, 2072, 2131 ","_676_,_1834_,_2072_,_2131_","","",""
2999,"Platonism","2107 ","_2107_","","",""
3000,"\"Pleasantness of religion, The\"","1816 ","_1816_","","",""
3001,"\"Pleasing Man and God, 2, On\"","3126a ","_3126a_","","",""
3002,"pleasing men, benefits of","3126a ","_3126a_","","",""
3003,"pleasing men, limitations of","3126a ","_3126a_","","",""
3004,"\"Pleasing Men and God, On\"","3126 ","_3126_","","",""
3005,"pleasure","927, 2039, 3126, 4062 ","_927_,_2039_,_3126_,_4062_","","",""
3006,"pleasure, carnal","4018 ","_4018_","","",""
3007,"pleasure, immoderate pursuit of","1744, 4025 ","_1744_,_4025_","","",""
3008,"pleasure, innocent","3126 ","_3126_","","",""
3009,"pleasure, sensual","2060 ","_2060_","","",""
3010,"pleasure, sinful","3126 ","_3126_","","",""
3011,"plundering","952 ","_952_","","",""
3012,"political sermon","13, 1973, 2146 ","_13_,_1973_,_2146_","","",""
3013,"polygamy","2004 ","_2004_","","",""
3014,"polytheism","1921, 1988, 4003 ","_1921_,_1988_,_4003_","","",""
3015,"poor","3054, 3138 ","_3054_,_3138_","","",""
3016,"poor, duties of","2077, 2080 ","_2077_,_2080_","","",""
3017,"poor, necessity of","3091 ","_3091_","","",""
3018,"poor, obligation to help the","2180 ","_2180_","","",""
3019,"\"Poor, On the\"","3091 ","_3091_","","",""
3020,"poor, reason for","3091 ","_3091_","","",""
3021,"Pope","4026 ","_4026_","","",""
3022,"pornography","2004 ","_2004_","","",""
3023,"Porter, Mrs. R., funeral of","1805 ","_1805_","","",""
3024,"possessions, transitory nature of","644 ","_644_","","",""
3025,"possessions, worldly","656, 3026 ","_656_,_3026_","","",""
3026,"poverty","658, 1790, 2029, 3102 ","_658_,_1790_,_2029_,_3102_","","",""
3027,"poverty, blessings of","2038 ","_2038_","","",""
3028,"poverty, causes of","2036 ","_2036_","","",""
3029,"poverty, virtues of","1985 ","_1985_","","",""
3030,"Powel, Mrs.","4034 ","_4034_","","",""
3031,"power","3064 ","_3064_","","",""
3032,"power, right use of","934bb ","_934bb_","","",""
3033,"\"Power of bad habits, The\"","1881 ","_1881_","","",""
3034,"power of God","3001, 4009 ","_3001_,_4009_","","",""
3035,"\"Power of the Gospel, The\"","784 ","_784_","","",""
3036,"Praise, duty of","1746 ","_1746_","","",""
3037,"\"Praise, On\"","1745 ","_1745_","","",""
3038,"prayer","11, 73, 669, 670, 675, 677, 741, 785, 928, 1713, 2078, 2133, 2147, 2179, 2204, 3051, 3080, 3101, 4045, 4062 ","_11_,_73_,_669_,_670_,_675_,_677_,_741_,_785_,_928_,_1713_,_2078_,_2133_,_2147_,_2179_,_2204_,_3051_,_3080_,_3101_,_4045_,_4062_","","",""
3039,"prayer, daily","2190 ","_2190_","","",""
3040,"prayer, definition of","4039 ","_4039_","","",""
3041,"prayer, duty and benefit of","677, 4039, 4062 ","_677_,_4039_,_4062_","","",""
3042,"prayer, efficacy of","677, 1603, 1604, 1644, 1645, 1750, 1850, 4039, 4045 ","_677_,_1603_,_1604_,_1644_,_1645_,_1750_,_1850_,_4039_,_4045_","","",""
3043,"prayer, evening","666 ","_666_","","",""
3044,"prayer, family","669 ","_669_","","",""
3045,"prayer, forms of","2113 ","_2113_","","",""
3046,"prayer, importance of","2093, 4062 ","_2093_,_4062_","","",""
3047,"prayer, ineffectual","2152 ","_2152_","","",""
3048,"prayer, language of","3045 ","_3045_","","",""
3049,"prayer, necessity of","640, 1786, 2084, 4023, 4039 ","_640_,_1786_,_2084_,_4023_,_4039_","","",""
3050,"prayer, neglect of","1910 ","_1910_","","",""
3051,"\"Prayer, On\"","179, 316, 358, 1824 ","_179_,_316_,_358_,_1824_","","",""
3052,"prayer, private","669, 670, 2143 ","_669_,_670_,_2143_","","",""
3053,"prayer, proper","2120, 4039, 4046 ","_2120_,_4039_,_4046_","","",""
3054,"prayer, proper preparation for","670 ","_670_","","",""
3055,"prayer, proper sentiments to accompany","2114 ","_2114_","","",""
3056,"prayer, public","2122, 4039 ","_2122_,_4039_","","",""
3057,"prayer, secret","669, 670 ","_669_,_670_","","",""
3058,"prayer, successful","2035, 4039 ","_2035_,_4039_","","",""
3059,"\"Prayer and Justification, On\"","4039 ","_4039_","","",""
3060,"Prayer of 1789 (Episc.)","1828 ","_1828_","","",""
3061,"\"Preach the Word\"","962 ","_962_","","",""
3062,"preacher, office of","826 ","_826_","","",""
3063,"preachers, monetary support of","2164 ","_2164_","","",""
3064,"preaching","806, 807, 808, 824, 825, 1930, 1931, 1932, 1934, 1936 ","_806_,_807_,_808_,_824_,_825_,_1930_,_1931_,_1932_,_1934_,_1936_","","",""
3065,"preaching, efficacy of","1605, 4008 ","_1605_,_4008_","","",""
3066,"preaching, value of","1963 ","_1963_","","",""
3067,"preaching style","1820 ","_1820_","","",""
3068,"predestination","659, 1908, 1977 ","_659_,_1908_,_1977_","","",""
3069,"predestination, a mistaken doctrine","2065 ","_2065_","","",""
3070,"predestination, condemnation of","2019 ","_2019_","","",""
3071,"predestination, contradicted by reason and scripture","2059 ","_2059_","","",""
3072,"premarital intercourse prohibited","2004 ","_2004_","","",""
3073,"preparation for communion","3081 ","_3081_","","",""
3074,"preparation for death","3001, 3002, 4034 ","_3001_,_3002_,_4034_","","",""
3075,"\"Preparation for Death, On\"","198, 214, 243, 337, 370, 400 ","_198_,_214_,_243_,_337_,_370_,_400_","","",""
3076,"\"Preparation for judgment, On\"","357 ","_357_","","",""
3077,"Presbyterian doctrine","4066 ","_4066_","","",""
3078,"\"Presence of God, On the\"","235k ","_235k_","","",""
3079,"presumptuous sin, avoidance of","3066 ","_3066_","","",""
3080,"presumptuous sin, cause of","3066 ","_3066_","","",""
3081,"presumptuous sin, danger of","3066 ","_3066_","","",""
3082,"\"Presumptuous Sins, On\"","3066 ","_3066_","","",""
3083,"pride","108, 669, 1607, 2040, 2102, 3033, 4012, 4017, 4019, 4022, 4048, 4064 ","_108_,_669_,_1607_,_2040_,_2102_,_3033_,_4012_,_4017_,_4019_,_4022_,_4048_,_4064_","","",""
3084,"pride, absence of in heaven","3033 ","_3033_","","",""
3085,"pride, adverse effect of","474, 4011 ","_474_,_4011_","","",""
3086,"pride, evils of","2077 ","_2077_","","",""
3087,"pride, human","2063, 2086, 2108 ","_2063_,_2086_,_2108_","","",""
3088,"pride, moral","2200 ","_2200_","","",""
3089,"\"Pride, On\"","79, 285, 359, 474 ","_79_,_285_,_359_,_474_","","",""
3090,"pride, prevents faith","2059 ","_2059_","","",""
3091,"pride, sin of","3005, 4043 ","_3005_,_4043_","","",""
3092,"pride, spiritual","2200 ","_2200_","","",""
3093,"priest, consecration of a","134 ","_134_","","",""
3094,"priesthood","111, 3037 ","_111_,_3037_","","",""
3095,"priests","2027 ","_2027_","","",""
3096,"priests, doing honor to","308 ","_308_","","",""
3097,"primitive church, practices of","2141 ","_2141_","","",""
3098,"Princeton","4066 ","_4066_","","",""
3099,"procrastination","2153 ","_2153_","","",""
3100,"procrastination, effects of","636 ","_636_","","",""
3101,"\"Prodigal Son, On the\"","724 ","_724_","","",""
3102,"prodigal son, parable of","723, 1032, 1784, 1994, 2178 ","_723_,_1032_,_1784_,_1994_,_2178_","","",""
3103,"profanation of the name of God","966 ","_966_","","",""
3104,"profanity","889, 966, 1803, 4011 ","_889_,_966_,_1803_,_4011_","","",""
3105,"\"Profanity, On\"","462 ","_462_","","",""
3106,"\"Promise of a prophet like unto Moses, The \"","1974 ","_1974_","","",""
3107,"\"Promise of God, On the\"","3132 ","_3132_","","",""
3108,"\"Promises of God, On the\"","740 ","_740_","","",""
3109,"\"Proper Distribution of the Elements of the Sacrament of the Lord's Supper\"","1001 ","_1001_","","",""
3110,"property, power of","2059 ","_2059_","","",""
3111,"property, rights of","875, 2005 ","_875_,_2005_","","",""
3112,"prophecies","3075, 3130, 3134 ","_3075_,_3130_,_3134_","","",""
3113,"prophecies, fulfillment of","2139 ","_2139_","","",""
3114,"prophecies concerning Christ","2172 ","_2172_","","",""
3115,"prophecies concerning the Messiah","2182 ","_2182_","","",""
3116,"prophecies of Christ","2071, 4041 ","_2071_,_4041_","","",""
3117,"prophecies of Isaiah","2128, 2161 ","_2128_,_2161_","","",""
3118,"prophecies of Messiah","2100 ","_2100_","","",""
3119,"prophecy","1969, 2166 ","_1969_,_2166_","","",""
3120,"prophecy, argument from","1831 ","_1831_","","",""
3121,"prophecy, Christ's fulfillment of","2165 ","_2165_","","",""
3122,"prophecy, gift of","2109 ","_2109_","","",""
3123,"\"Prophecy concerning Shiloh, The\"","1925 ","_1925_","","",""
3124,"prophecy of Haggai","2013, 2128 ","_2013_,_2128_","","",""
3125,"prophecy of Jacob","2128 ","_2128_","","",""
3126,"prophecy of the coming of Christ","200 ","_200_","","",""
3127,"\"Prophecy of the Destruction of Jerusalem, The\"","1905 ","_1905_","","",""
3128,"prophet, promise of a","1974 ","_1974_","","",""
3129,"\"Prophetic Character of Christ, On the\"","1813 ","_1813_","","",""
3130,"prophetic powers of Christ","2128 ","_2128_","","",""
